source,frame,sub,field,index,expected
TAME,117,0,past_exc_pre_acb_q0,0,
TAME,117,0,past_exc_pre_acb_q0,1,
TAME,117,0,past_exc_pre_acb_q0,2,
TAME,117,0,past_exc_pre_acb_q0,3,
TAME,117,0,past_exc_pre_acb_q0,4,
TAME,117,0,past_exc_pre_acb_q0,5,
TAME,117,0,past_exc_pre_acb_q0,6,
TAME,117,0,past_exc_pre_acb_q0,7,
TAME,117,0,past_exc_pre_acb_q0,8,
TAME,117,0,past_exc_pre_acb_q0,9,
TAME,117,0,past_exc_pre_acb_q0,10,
TAME,117,0,past_exc_pre_acb_q0,11,
TAME,117,0,past_exc_pre_acb_q0,12,
TAME,117,0,past_exc_pre_acb_q0,13,
TAME,117,0,past_exc_pre_acb_q0,14,
TAME,117,0,past_exc_pre_acb_q0,15,
TAME,117,0,past_exc_pre_acb_q0,16,
TAME,117,0,past_exc_pre_acb_q0,17,
TAME,117,0,past_exc_pre_acb_q0,18,
TAME,117,0,past_exc_pre_acb_q0,19,
TAME,117,0,past_exc_pre_acb_q0,20,
TAME,117,0,past_exc_pre_acb_q0,21,
TAME,117,0,past_exc_pre_acb_q0,22,
TAME,117,0,past_exc_pre_acb_q0,23,
TAME,117,0,past_exc_pre_acb_q0,24,
TAME,117,0,past_exc_pre_acb_q0,25,
TAME,117,0,past_exc_pre_acb_q0,26,
TAME,117,0,past_exc_pre_acb_q0,27,
TAME,117,0,past_exc_pre_acb_q0,28,
TAME,117,0,past_exc_pre_acb_q0,29,
TAME,117,0,past_exc_pre_acb_q0,30,
TAME,117,0,past_exc_pre_acb_q0,31,
TAME,117,0,past_exc_pre_acb_q0,32,
TAME,117,0,past_exc_pre_acb_q0,33,
TAME,117,0,past_exc_pre_acb_q0,34,
TAME,117,0,past_exc_pre_acb_q0,35,
TAME,117,0,past_exc_pre_acb_q0,36,
TAME,117,0,past_exc_pre_acb_q0,37,
TAME,117,0,past_exc_pre_acb_q0,38,
TAME,117,0,past_exc_pre_acb_q0,39,
TAME,117,0,past_exc_pre_acb_q0,40,
TAME,117,0,past_exc_pre_acb_q0,41,
TAME,117,0,past_exc_pre_acb_q0,42,
TAME,117,0,past_exc_pre_acb_q0,43,
TAME,117,0,past_exc_pre_acb_q0,44,
TAME,117,0,past_exc_pre_acb_q0,45,
TAME,117,0,past_exc_pre_acb_q0,46,
TAME,117,0,past_exc_pre_acb_q0,47,
TAME,117,0,past_exc_pre_acb_q0,48,
TAME,117,0,past_exc_pre_acb_q0,49,
TAME,117,0,past_exc_pre_acb_q0,50,
TAME,117,0,past_exc_pre_acb_q0,51,
TAME,117,0,past_exc_pre_acb_q0,52,
TAME,117,0,past_exc_pre_acb_q0,53,
TAME,117,0,past_exc_pre_acb_q0,54,
TAME,117,0,past_exc_pre_acb_q0,55,
TAME,117,0,past_exc_pre_acb_q0,56,
TAME,117,0,past_exc_pre_acb_q0,57,
TAME,117,0,past_exc_pre_acb_q0,58,
TAME,117,0,past_exc_pre_acb_q0,59,
TAME,117,0,past_exc_pre_acb_q0,60,
TAME,117,0,past_exc_pre_acb_q0,61,
TAME,117,0,past_exc_pre_acb_q0,62,
TAME,117,0,past_exc_pre_acb_q0,63,
TAME,117,0,past_exc_pre_acb_q0,64,
TAME,117,0,past_exc_pre_acb_q0,65,
TAME,117,0,past_exc_pre_acb_q0,66,
TAME,117,0,past_exc_pre_acb_q0,67,
TAME,117,0,past_exc_pre_acb_q0,68,
TAME,117,0,past_exc_pre_acb_q0,69,
TAME,117,0,past_exc_pre_acb_q0,70,
TAME,117,0,past_exc_pre_acb_q0,71,
TAME,117,0,past_exc_pre_acb_q0,72,
TAME,117,0,past_exc_pre_acb_q0,73,
TAME,117,0,past_exc_pre_acb_q0,74,
TAME,117,0,past_exc_pre_acb_q0,75,
TAME,117,0,past_exc_pre_acb_q0,76,
TAME,117,0,past_exc_pre_acb_q0,77,
TAME,117,0,past_exc_pre_acb_q0,78,
TAME,117,0,past_exc_pre_acb_q0,79,
TAME,117,0,past_exc_pre_acb_q0,80,
TAME,117,0,past_exc_pre_acb_q0,81,
TAME,117,0,past_exc_pre_acb_q0,82,
TAME,117,0,past_exc_pre_acb_q0,83,
TAME,117,0,past_exc_pre_acb_q0,84,
TAME,117,0,past_exc_pre_acb_q0,85,
TAME,117,0,past_exc_pre_acb_q0,86,
TAME,117,0,past_exc_pre_acb_q0,87,
TAME,117,0,past_exc_pre_acb_q0,88,
TAME,117,0,past_exc_pre_acb_q0,89,
TAME,117,0,past_exc_pre_acb_q0,90,
TAME,117,0,past_exc_pre_acb_q0,91,
TAME,117,0,past_exc_pre_acb_q0,92,
TAME,117,0,past_exc_pre_acb_q0,93,
TAME,117,0,past_exc_pre_acb_q0,94,
TAME,117,0,past_exc_pre_acb_q0,95,
TAME,117,0,past_exc_pre_acb_q0,96,
TAME,117,0,past_exc_pre_acb_q0,97,
TAME,117,0,past_exc_pre_acb_q0,98,
TAME,117,0,past_exc_pre_acb_q0,99,
TAME,117,0,past_exc_pre_acb_q0,100,
TAME,117,0,past_exc_pre_acb_q0,101,
TAME,117,0,past_exc_pre_acb_q0,102,
TAME,117,0,past_exc_pre_acb_q0,103,
TAME,117,0,past_exc_pre_acb_q0,104,
TAME,117,0,past_exc_pre_acb_q0,105,
TAME,117,0,past_exc_pre_acb_q0,106,
TAME,117,0,past_exc_pre_acb_q0,107,
TAME,117,0,past_exc_pre_acb_q0,108,
TAME,117,0,past_exc_pre_acb_q0,109,
TAME,117,0,past_exc_pre_acb_q0,110,
TAME,117,0,past_exc_pre_acb_q0,111,
TAME,117,0,past_exc_pre_acb_q0,112,
TAME,117,0,past_exc_pre_acb_q0,113,
TAME,117,0,past_exc_pre_acb_q0,114,
TAME,117,0,past_exc_pre_acb_q0,115,
TAME,117,0,past_exc_pre_acb_q0,116,
TAME,117,0,past_exc_pre_acb_q0,117,
TAME,117,0,past_exc_pre_acb_q0,118,
TAME,117,0,past_exc_pre_acb_q0,119,
TAME,117,0,past_exc_pre_acb_q0,120,
TAME,117,0,past_exc_pre_acb_q0,121,
TAME,117,0,past_exc_pre_acb_q0,122,
TAME,117,0,past_exc_pre_acb_q0,123,
TAME,117,0,past_exc_pre_acb_q0,124,
TAME,117,0,past_exc_pre_acb_q0,125,
TAME,117,0,past_exc_pre_acb_q0,126,
TAME,117,0,past_exc_pre_acb_q0,127,
TAME,117,0,past_exc_pre_acb_q0,128,
TAME,117,0,past_exc_pre_acb_q0,129,
TAME,117,0,past_exc_pre_acb_q0,130,
TAME,117,0,past_exc_pre_acb_q0,131,
TAME,117,0,past_exc_pre_acb_q0,132,
TAME,117,0,past_exc_pre_acb_q0,133,
TAME,117,0,past_exc_pre_acb_q0,134,
TAME,117,0,past_exc_pre_acb_q0,135,
TAME,117,0,past_exc_pre_acb_q0,136,
TAME,117,0,past_exc_pre_acb_q0,137,
TAME,117,0,past_exc_pre_acb_q0,138,
TAME,117,0,past_exc_pre_acb_q0,139,
